"","set_num","name","year","theme","themeGroup","subtheme","weight","parts","size","boxSize","minifigs","instructionsCount","packagingType","availability","wantedByTotal","avgSellPrice","offersByTotal","USRetailPrice","profit","profitability","age"
"3303","7915-1","Imperial V-wing Starfighter",2011,"Star Wars","Licensed","Legends",299,139,"28.2 x 26.2 x 4.6 cm",3398.664,2,2,"Box","Retail",2224,33.47,44,19.99,13.48,67.43,7
"3304","76081-1","The Milano vs. The Abilisk",2017,"Marvel Super Heroes","Licensed","Guardians of the Galaxy Vol. 2",724,460,"38.2 x 26.2 x 5.65 cm",5654.746,5,4,"Box","Retail",1077,36.88,92,49.99,-13.11,-26.23,1
"3305","8080-1","Undersea Explorer",2010,"Atlantis","Action/Adventure","no subtheme",610,364,"47.7 x 28 x 5.8 cm",7746.48,1,4,"Box","Retail",1248,37,22,39.99,-2.99,-7.48,8
"3306","7881-1","Pirate Ship",2006,"Duplo","Pre-school","Pirates",1320,33,"48 x 28.5 x 11.3 cm",15458.4,2,1,"{Not specified}","{Not specified}",113,150,0,39.99,110.01,275.09,12
"3307","8484-1","Ultimate Build Lightning McQueen",2011,"Cars","Licensed","no subtheme",510,242,"35.4 x 19.1 x 9.1 cm",6152.874,0,2,"Box","{Not specified}",516,72.27,6,29.99,42.28,140.98,7
"3308","8192-1","Lime Racer",2010,"Racers","Racing","Tiny Turbos",104.2,44,"10.2 x 14.5 x 4.8 cm",709.92,0,1,"Canister","Retail",230,6.79,11,5.99,0.8,13.36,8
"3309","8081-1","Extreme Cruiser",2011,"Technic","Technical","no subtheme",1010,590,"47.5 x 28 x 7.5 cm",9975,0,3,"Box","Retail",1300,136.39,14,59.99,76.4,127.35,7
"3310","7882-1","Shark Attack",2006,"Duplo","Pre-school","Pirates",470,13,"28.7 x 19 x 11.2 cm",6107.36,1,0,"{Not specified}","{Not specified}",118,121.83,1,19.99,101.84,509.45,12
"3311","7984-1","Deep Sea Raider",2011,"Atlantis","Action/Adventure","no subtheme",480,265,"38 x 26.2 x 5.5 cm",5475.8,2,2,"Box","Retail",941,28.49,27,29.99,-1.5,-5,7
"3312","76082-1","ATM Heist Battle",2017,"Marvel Super Heroes","Licensed","Spider-Man: Homecoming",350,185,"26 x 19 x 6 cm",2964,3,6,"Box","Retail",1005,14.35,44,19.99,-5.64,-28.21,1
"3313","8193-1","Blue Bullet",2010,"Racers","Racing","Tiny Turbos",92.5,50,"10.2 x 14.5 x 4.8 cm",709.92,0,1,"Canister","Retail",300,10.07,5,5.99,4.08,68.11,8
"3314","8082-1","Multi Model Control Set",1993,"Technic","Technical","Universal",1260,459,"47.8 x 28.8 x 7.2 cm",9911.808,0,0,"Box","Retail",294,199,2,99,100,101.01,25
"3315","7883-1","Treasure Hunt",2006,"Duplo","Pre-school","Pirates",202,14,"19 x 14 x 7 cm",1862,2,0,"{Not specified}","{Not specified}",76,30,1,9.99,20.01,200.3,12
"3316","8486-1","Mack's Team Truck",2011,"Cars","Licensed","no subtheme",810,374,"38.2 x 26.2 x 9.4 cm",9407.896,0,4,"Box","{Not specified}",714,122.48,6,39.99,82.49,206.28,7
"3317","7985-1","City of Atlantis",2011,"Atlantis","Action/Adventure","no subtheme",1353,686,"47.5 x 37.3 x 6.7 cm",11870.725,5,2,"Box","Retail",1894,122.23,18,69.99,52.24,74.64,7
"3318","8194-1","Nitro Muscle",2010,"Racers","Racing","Tiny Turbos",95,47,"10.2 x 14.5 x 4.8 cm",709.92,0,1,"Canister","Retail",278,8.85,11,5.99,2.86,47.75,8
"3319","76083-1","Beware the Vulture",2017,"Marvel Super Heroes","Licensed","Spider-Man: Homecoming",536,375,"28 x 26 x 6 cm",4368,4,8,"Box","Retail",1278,27.21,63,39.99,-12.78,-31.96,1
"3320","8083-1","Rebel Trooper Battle Pack",2010,"Star Wars","Licensed","Episode V",122.2,79,"19 x 14 x 4.5 cm",1197,4,2,"Box","{Not specified}",2295,18.05,103,11.99,6.06,50.54,8
"3321","7990-1","Cement Mixer",2007,"City","Modern day","Traffic",350,213,"28.5 x 19 x 5.6 cm",3032.4,1,2,"Box","Retail",2124,47.72,23,14.99,32.73,218.35,11
"3322","8487-1","Flo's V8 Cafe",2011,"Cars","Licensed","no subtheme",963.8,517,"54 x 28.2 x 7.85 cm",11953.98,0,2,"Box","{Not specified}",710,98.38,25,59.99,38.39,63.99,7
"3323","7817-1","Crane Wagon",1985,"Trains","Modern day","4.5/12 V",300,147,"26.2 x 12.9 x 6.3 cm",2129.274,1,0,"Box","Retail",414,139.54,5,25.5,114.04,447.22,33
"3324","8195-1","Turbo Tow",2010,"Racers","Racing","Tiny Turbos",96.4,43,"10.2 x 14.5 x 4.8 cm",709.92,0,1,"Canister","Retail",235,8.81,15,5.99,2.82,47.08,8
"3325","8084-1","Snowtrooper Battle Pack",2010,"Star Wars","Licensed","Episode V",110.2,74,"19 x 14 x 4.5 cm",1197,4,2,"Box","{Not specified}",2453,19.02,81,11.99,7.03,58.63,8
"3326","7885-1","Robin's Scuba Jet: Attack of The Penguin",2008,"Batman","Licensed","no subtheme",420.6,207,"28.8 x 28.8 x 6 cm",4976.64,2,1,"Box","Retail",1553,191.31,4,19.99,171.32,857.03,10
"3327","76084-1","The Ultimate Battle for Asgard",2017,"Marvel Super Heroes","Licensed","Thor: Ragnarok",655,400,"38 x 26 x 5.5 cm",5434,6,4,"Box","Retail",1202,28.77,72,49.99,-21.22,-42.45,1
"3328","7991-1","Recycle Truck",2007,"City","Modern day","Traffic",342,206,"28.5 x 19 x 5.6 cm",3032.4,1,2,"Box","Retail",2153,39.64,23,16.99,22.65,133.31,11
"3329","8196-1","Chopper Jump",2010,"Racers","Racing","Tiny Turbos",290,141,"26 x 14.8 x 7 cm",2693.6,0,1,"Box","Retail",309,16.97,6,14.99,1.98,13.21,8
"3330","8085-1","Freeco Speeder",2010,"Star Wars","Licensed","The Clone Wars",313,177,"28 x 26 x 6.5 cm",4732,2,2,"Box","{Not specified}",2173,26.12,72,24.99,1.13,4.52,8
"3331","7888-1","The Tumbler: Joker's Ice Cream Surprise",2008,"Batman","Licensed","no subtheme",1024.6,449,"48 x 28.5 x 9.4 cm",12859.2,3,2,"Box","Retail",2869,499,10,49.99,449.01,898.2,10
"3332","8491-1","Ram Rod",2008,"Racers","Racing","Power Racers",200,72,"24 x 14.3 x 5.8 cm",1990.56,0,1,"Box","Retail",153,11.05,1,9.99,1.06,10.61,10
"3333","7992-1","Container Stacker",2007,"City","Modern day","Harbour",450,218,"23.8 x 28.5 x 5.7 cm",3866.31,1,2,"Box","Retail",2319,45.65,18,19.99,25.66,128.36,11
"3334","76085-1","Battle of Atlantis",2017,"DC Comics Super Heroes","Licensed","DC Extended Universe",267,197,"20.4 x 19 x 4.2 cm",1627.92,4,2,"Box","Retail",807,16.84,64,19.99,-3.15,-15.76,1
"3335","8198-1","Ramp Crash",2010,"Racers","Racing","Tiny Turbos",295,145,"26 x 14.8 x 7 cm",2693.6,0,1,"Box","Retail",310,18.4,6,14.99,3.41,22.75,8
"3336","8086-1","Droid Tri-Fighter",2010,"Star Wars","Licensed","The Clone Wars",371,268,"28 x 26 x 6.5 cm",4732,3,2,"Box","{Not specified}",2043,29,43,24.99,4.01,16.05,8
"3337","7890-1","Ambulance",2006,"City","Modern day","Medical",172,118,"19 x 14.2 x 5.8 cm",1564.84,1,2,"Box","Retail",1689,50.51,8,7.99,42.52,532.17,12
"3338","7993-1","Service Station",2007,"City","Modern day","Traffic",901,402,"38 x 28.5 x 7 cm",7581,3,3,"Box","Retail",2822,115.54,13,39.99,75.55,188.92,11
"3339","76086-1","Knightcrawler Tunnel Attack",2017,"DC Comics Super Heroes","Licensed","DC Extended Universe",792,622,"38.2 x 26.2 x 7.1 cm",7105.964,4,2,"Box","Retail",818,31,53,49.99,-18.99,-37.99,1
"3340","8360-1","Track Racer",2003,"Racers","Racing","Drome Racers",51,24,"14.2 x 9.5 x 3.8 cm",512.62,0,1,"Box","Retail",107,4.12,6,4,0.12,3,15
"3341","8199-1","Security Smash",2010,"Racers","Racing","Tiny Turbos",295,135,"26 x 14.8 x 7 cm",2693.6,0,1,"Box","Retail",299,15.81,10,14.99,0.82,5.47,8
"3342","8087-1","TIE Defender",2010,"Star Wars","Licensed","Legends",683,304,"35 x 38 x 6.5 cm",8645,2,2,"Box","{Not specified}",3583,76.11,33,49.99,26.12,52.25,8
"3343","8493-1","Red Ace",2008,"Racers","Racing","Power Racers",200,82,"23.9 x 14.3 x 5.8 cm",1982.266,0,1,"Box","Retail",163,24.61,0,9.99,14.62,146.35,10
"3344","7994-1","LEGO City Harbour",2007,"City","Modern day","Harbour",2376,659,"64.7 x 38 x 9.5 cm",23356.7,5,3,"Box","Retail",3120,250,7,89.99,160.01,177.81,11
"3345","7891-1","Airport Fire Truck",2006,"City","Modern day","Airport",212,148,"23.8 x 14.2 x 5.8 cm",1960.168,1,2,"Box","Retail",1831,36.59,10,14.99,21.6,144.1,12
"3346","8200-1","Radiator Springs Lightning McQueen",2011,"Cars","Licensed","no subtheme",70,35,"14.1 x 12.2 x 4.6 cm",791.292,0,2,"Box","{Not specified}",408,23.48,11,6.99,16.49,235.91,7
"3347","8088-1","ARC-170 Starfighter",2010,"Star Wars","Licensed","Episode III",914,396,"53.7 x 27.8 x 5.7 cm",8509.302,4,2,"Box","{Not specified}",3773,128.43,18,59.99,68.44,114.09,8
"3348","76087-1","Flying Fox: Batmobile Airlift Attack",2017,"DC Comics Super Heroes","Licensed","DC Extended Universe",1756,955,"48 x 37.8 x 9.4 cm",17055.36,6,2,"Box","Retail",1058,38.66,57,129.99,-91.33,-70.26,1
"3349","7892-1","Hospital",2006,"City","Modern day","Medical",1348,382,"47.5 x 38 x 9.2 cm",16606,4,4,"Box","Retail",1856,207.71,5,49.99,157.72,315.5,12
"3350","7996-1","Train Rail Crossing",2007,"City","Modern day","Trains",268,4,"28.6 x 28.6 x 4.6 cm",3762.616,0,2,"Box","Retail",2255,151.01,3,24.99,126.02,504.28,11
"3351","8495-1","Crosstown Craze",2008,"Racers","Racing","Tiny Turbos",447,503,"48 x 28.8 x 6 cm",8294.4,0,2,"Box","Retail",323,74.5,12,39.99,34.51,86.3,10
"3352","8089-1","Hoth Wampa Cave",2010,"Star Wars","Licensed","Episode V",563,297,"38 x 26 x 5.6 cm",5532.8,3,3,"Box","{Not specified}",3629,63.37,55,39.99,23.38,58.46,8
"3353","7929-1","The Battle of Naboo",2011,"Star Wars","Licensed","Episode I",313,241,"28 x 26 x 4.5 cm",3276,12,4,"Box","Retail",2163,43.66,63,24.99,18.67,74.71,7
"3354","8201-1","Radiator Springs Classic Mater",2011,"Cars","Licensed","no subtheme",80,52,"14.1 x 12.2 x 4.6 cm",791.292,0,2,"Box","Retail",453,17.63,18,6.99,10.64,152.22,7
"3355","7893-1","Passenger Plane",2006,"City","Modern day","Airport",1182,401,"57.2 x 28.5 x 9.2 cm",14997.84,4,4,"Box","Retail",2230,221.71,8,39.99,181.72,454.41,12
"3356","7997-1","Train Station",2007,"City","Modern day","Trains",1064,387,"38.2 x 28.6 x 9.4 cm",10269.688,5,2,"Box","Retail",2949,124.38,12,44.99,79.39,176.46,11
"3357","76088-1","Thor vs. Hulk: Arena Clash",2017,"Marvel Super Heroes","Licensed","Thor: Ragnarok",800,492,"38 x 26 x 7 cm",6916,5,2,"Box","Retail",1180,31.92,48,59.99,-28.07,-46.79,1
"3358","8500-1","Torch",1999,"Technic","Technical","Slizer",190,33,"17.25 x 10.75 x 7.25 cm",1344.421875,0,2,"Box","Retail",186,14.73,3,6,8.73,145.5,19
"3359","7930-1","Bounty Hunter Assault Gunship",2011,"Star Wars","Licensed","The Clone Wars",752,389,"48 x 28.2 x 6.1 cm",8256.96,4,2,"Box","Retail",2580,54.41,64,49.99,4.41999999999999,8.84,7
"3360","7690-1","MB-01 Eagle Command Base",2007,"Space","Action/Adventure","Mars Mission",2313,760,"64.5 x 42.5 x 11.5 cm",31524.375,8,4,"Box","Retail",1063,161.52,0,89.99,71.53,79.49,11
"3361","7998-1","Heavy Hauler",2007,"City","Modern day","Traffic",746,332,"48 x 28.5 x 7 cm",9576,1,2,"Box","Retail",2446,73.15,23,34.99,38.16,109.06,11
"3362","7894-1","Airport",2006,"City","Modern day","Airport",2323,700,"64.7 x 42.8 x 9.7 cm",26860.852,5,4,"Box","Retail",1905,170.07,14,79.99,90.08,112.61,12
"3363","7824-1","Railway Station",1983,"Trains","Modern day","4.5/12 V",1040,478,"43.1 x 28.7 x 6 cm",7421.82,9,0,"Box","Retail",625,292.98,8,44.75,248.23,554.7,35
"3364","7931-1","T-6 Jedi Shuttle",2011,"Star Wars","Licensed","The Clone Wars",912,389,"35.4 x 37.8 x 7.1 cm",9500.652,4,2,"Box","Retail",2645,73.21,46,59.99,13.22,22.04,7
"3365","7691-1","ETX Alien Mothership Assault",2007,"Space","Action/Adventure","Mars Mission",1125,434,"47.6 x 38.1 x 10.9 cm",19767.804,7,2,"Box","Retail",881,86.75,4,49.99,36.76,73.53,11
"3366","8091-1","Republic Swamp Speeder",2010,"Star Wars","Licensed","Episode III",338,176,"38 x 26 x 5.6 cm",5532.8,5,3,"Box","Retail",2450,31.65,66,29.99,1.66,5.54,8
"3367","8000-1","Pit Droid",2000,"Star Wars","Licensed","Technic",282,223,"14.2 x 23.8 x 5.8 cm",1960.168,0,1,"Box","Retail",1221,85.37,10,20,65.37,326.85,18
"3368","7895-1","Switching Tracks",2006,"City","Modern day","Trains",260,8,"28.8 x 19.2 x 6 cm",3317.76,0,5,"Box","Retail",1300,16.93,122,15.99,0.94,5.88,12
"3369","8501-1","Ski",1999,"Technic","Technical","Slizer",210,34,"10.9 x 17.3 x 7.4 cm",1395.418,0,2,"Box","Retail",206,11.78,3,6,5.78,96.33,19
"3370","7936-1","Level Crossing",2010,"City","Modern day","Trains",387,142,"26 x 19 x 7 cm",3458,1,2,"Box","Retail",2863,81.48,13,19.99,61.49,307.6,8
"3371","7692-1","MX-71 Recon Dropship",2007,"Space","Action/Adventure","Mars Mission",880,435,"48.26 x 28.58 x 5.87 cm",8096.319596,6,2,"Box","Retail",977,79.82,6,39.99,39.83,99.6,11
"3372","8092-1","Luke's Landspeeder",2010,"Star Wars","Licensed","Episode IV",272,163,"28 x 26 x 4.5 cm",3276,6,3,"Box","Retail",2911,46.69,90,24.99,21.7,86.83,8
"3373","8206-1","Tokyo Pit Stop",2011,"Cars","Licensed","Cars 2",200,147,"26.2 x 14.1 x 4.8 cm",1773.216,0,4,"Box","{Not specified}",415,16.5,24,14.99,1.51,10.07,7
"3374","8001-1","Battle Droid",2000,"Star Wars","Licensed","Technic",519,363,"23.8 x 28.7 x 4.8 cm",3278.688,0,1,"Box","Retail",1432,72.01,7,30,42.01,140.03,18
"3375","7896-1","Straight and Curved Rails",2006,"City","Modern day","Trains",377,16,"28.8 x 19.2 x 6 cm",3317.76,0,2,"Box","Retail",1131,28.71,11,15.99,12.72,79.55,12
"3376","8502-1","Turbo",1999,"Technic","Technical","Slizer",212,45,"10.9 x 17.3 x 7.4 cm",1395.418,0,2,"Box","Retail",193,11.37,3,6,5.37,89.5,19
"3377","7937-1","Train Station",2010,"City","Modern day","Trains",980,361,"48 x 28.2 x 6 cm",8121.6,4,5,"Box","Retail",2886,75.67,39,49.99,25.68,51.37,8
"3378","7693-1","ETX Alien Strike",2007,"Space","Action/Adventure","Mars Mission",516,246,"28.5 x 28.5 x 5.7 cm",4629.825,3,2,"Box","Retail",773,50.86,8,19.99,30.87,154.43,11
"3379","7835-1","Road Crossing",1985,"Trains","Modern day","4.5/12 V",508,129,"26 x 26 x 4 cm",2704,1,0,"Box","Retail",524,157.61,3,18.15,139.46,768.37,33
"3380","8093-1","Plo Koon's Jedi Starfighter",2010,"Star Wars","Licensed","The Clone Wars",385,175,"28 x 26 x 6.5 cm",4732,2,4,"Box","{Not specified}",2416,44.23,36,24.99,19.24,76.99,8
"3381","8207-1","Dune Duster",1996,"Technic","Technical","no subtheme",167,86,"14.5 x 14.5 x 4.5 cm",946.125,0,1,"Box","Retail",182,31.03,2,8,23.03,287.88,22
"3382","7897-1","Passenger Train",2006,"City","Modern day","Trains",1997,501,"57.6 x 38.4 x 9.6 cm",21233.664,3,15,"Box","Retail",1836,216.59,20,89.99,126.6,140.68,12
"3383","8002-1","Destroyer Droid",2000,"Star Wars","Licensed","Technic",841,558,"28.5 x 28.5 x 6.5 cm",5279.625,0,1,"Box","Retail",2024,99.23,12,50,49.23,98.46,18
"3384","8503-1","Scuba",1999,"Technic","Technical","Slizer",206,39,"10.9 x 17.3 x 7.4 cm",1395.418,0,2,"Box","Retail",204,9.52,3,6,3.52,58.67,19
"3385","8370-1","Nitro Stunt Bike",2003,"Racers","Racing","Drome Racers",242,92,"24 x 14 x 7 cm",2352,0,1,"Box","Retail",136,6.23,2,10,-3.77,-37.7,15
"3386","7694-1","MT-31 Trike",2007,"Space","Action/Adventure","Mars Mission",218.84,95,"23.9 x 14 x 5.8 cm",1940.68,2,1,"Box","Retail",661,25,6,9.99,15.01,150.25,11
"3387","7938-1","Passenger Train",2010,"City","Modern day","Trains",2105,669,"58 x 37.5 x 8 cm",17400,3,16,"Box","Retail",2496,156.07,69,129.99,26.08,20.06,8
"3388","7898-1","Cargo Train Deluxe",2006,"City","Modern day","Trains",3400,856,"65.2 x 48 x 9.6 cm",30044.16,5,21,"Box","Retail",2292,329.31,16,149.99,179.32,119.55,12
"3389","7939-1","Cargo Train",2010,"City","Modern day","Trains",2817,839,"57.5 x 47.5 x 8.8 cm",24035,4,22,"Box","Retail",2764,177.27,85,179.99,-2.72,-1.51,8
"3390","7695-1","MX-11 Astro Fighter",2007,"Space","Action/Adventure","Mars Mission",97,57,"14.2 x 14.2 x 4.7 cm",947.708,2,1,"Box","Retail",677,12.33,2,4.99,7.34,147.09,11
"3391","8095-1","General Grievous' Starfighter",2010,"Star Wars","Licensed","The Clone Wars",741,454,"48 x 28 x 6 cm",8064,3,2,"Box","Retail",3088,92.86,32,49.99,42.87,85.76,8
"3392","7899-1","Police Boat",2006,"City","Modern day","Police",776,199,"47.7 x 28.5 x 7 cm",9516.15,3,3,"Box","Retail",1414,88.49,8,25,63.49,253.96,12
"3393","8511-1","Frost",2000,"Technic","Technical","Robo Riders",150,44,"8.6 x 8.6 x 17.3 cm",1279.508,0,1,"Canister","Retail",178,17.29,1,6,11.29,188.17,18
"3394","8375-1","Ferrari F1 Pit Set",2004,"Racers","Racing","Ferrari",653,242,"38.2 x 28.4 x 5.7 cm",6183.816,7,2,"Box","Retail",534,75.04,15,30,45.04,150.13,14
"3395","8096-1","Emperor Palpatine's Shuttle",2010,"Star Wars","Licensed","Episode III",1100,592,"53.5 x 28 x 5.5 cm",8239,4,4,"Box","{Not specified}",3357,94.52,40,59.99,34.53,57.56,8
"3396","8210-1","Nitro GTX bike",1995,"Technic","Technical","no subtheme",150,86,"14.3 x 14.3 x 4.5 cm",920.205,0,1,"Box","Retail",182,37.2,4,20,17.2,86,23
"3397","850449-1","Minifigure Accessory Pack",2012,"Collectable Minifigures","Miscellaneous","Combi-pack",125,63,"10.9 x 25.8 x 2.8 cm",787.416,3,0,"Plastic box","LEGO exclusive",1143,22.94,35,14.99,7.95,53.04,6
"3398","79000-1","Riddles for the Ring",2012,"The Hobbit","Licensed","An Unexpected Journey",121,105,"14 x 12 x 6 cm",1008,2,2,"Box","Retail",1558,25.72,38,9.99,15.73,157.46,6
"3399","8512-1","Onyx",2000,"Technic","Technical","Robo Riders",145,37,"8.6 x 8.6 x 17.3 cm",1279.508,0,1,"Canister","Retail",184,22.86,0,6,16.86,281,18
"3400","7942-1","Off-Road Fire Rescue",2007,"City","Modern day","Fire",175,131,"23.8 x 14.4 x 4.6 cm",1576.512,1,4,"Box","Retail",919,14.39,42,9.99,4.4,44.04,11
"3401","7697-1","MT-51 Claw-Tank Ambush",2007,"Space","Action/Adventure","Mars Mission",763,374,"38 x 28.5 x 6.8 cm",7364.4,3,1,"Box","Retail",781,47.53,5,29.99,17.54,58.49,11
"3402","8097-1","Slave I",2010,"Star Wars","Licensed","Episode V",1262,573,"47.5 x 37.5 x 7 cm",12468.75,3,6,"Box","{Not specified}",4500,139.7,59,79.99,59.71,74.65,8
"3403","7900-1","Heavy Loader",2006,"City","Modern day","Construction",975,347,"57.6 x 28.5 x 6.7 cm",10998.72,1,2,"Box","Retail",2542,127.33,13,25,102.33,409.32,12
"3404","850458-1","VIP Top 5 Boxed Minifigures",2012,"Collectable Minifigures","Miscellaneous","Combi-pack",178,37,"23 x 13 x 4 cm",1196,5,0,"Box","LEGO exclusive",763,39.94,24,12.99,26.95,207.47,6
"3405","821-1","Brick Separator, Grey",1990,"Basic","Basic","Supplementaries",12.65,1,"15 x 13.5 x 1.9 cm",384.75,0,0,"Polybag","Retail",101,1.86,19,2.25,-0.39,-17.33,28
"3406","8513-1","Dust",2000,"Technic","Technical","Robo Riders",147,46,"8.6 x 8.6 x 17.3 cm",1279.508,0,1,"Canister","Retail",169,11.43,0,6,5.43,90.5,18
"3407","7944-1","Fire Hovercraft",2007,"City","Modern day","Fire",641,274,"38.5 x 28.5 x 7.1 cm",7790.475,3,4,"Box","Retail",1735,74.61,6,29.99,44.62,148.78,11
"3408","8378-1","Red Beast RC",2004,"Racers","Racing","Drome Racers",1970,65,"47.6 x 31.6 x 9.4 cm",14139.104,0,1,"Box","Retail",164,121.93,5,40,81.93,204.83,14
"3409","7699-1","MT-101 Armoured Drilling Unit",2007,"Space","Action/Adventure","Mars Mission",1754,635,"57 x 38 x 7 cm",15162,5,2,"Box","Retail",1006,89.25,11,79.99,9.26000000000001,11.58,11
"3410","8098-1","Clone Turbo Tank",2010,"Star Wars","Licensed","The Clone Wars",1880,1141,"58 x 38 x 8.5 cm",18734,6,4,"Box","{Not specified}",3381,162.93,42,119.99,42.94,35.79,8
"3411","79001-1","Escape from Mirkwood Spiders",2012,"The Hobbit","Licensed","The Desolation of Smaug",372,298,"26 x 19 x 6 cm",2964,4,2,"Box","Retail",1548,37.81,74,29.99,7.82,26.08,6
"3412","850486-1","Rock Band Minifigure Accessory Set",2012,"Collectable Minifigures","Miscellaneous","Combi-pack",174,62,"11.5 x 24.3 x 3.5 cm",978.075,3,0,"Blister pack","LEGO exclusive",2014,55.08,25,14.99,40.09,267.44,6
"3413","8213-1","Spy Runner",1998,"Technic","Technical","no subtheme",195,98,"19 x 14.2 x 4.6 cm",1241.08,0,1,"Box","Retail",136,17.29,4,10,7.29,72.9,20
"3414","8007-1","C-3PO",2001,"Star Wars","Licensed","Technic",530,341,"23.8 x 33.3 x 5.8 cm",4596.732,0,1,"Box","Retail",1265,73.99,5,35,38.99,111.4,17
"3415","7945-1","Fire Station",2007,"City","Modern day","Fire",1349,600,"47.7 x 37.7 x 6.7 cm",12048.543,4,4,"Box","Retail",1392,100,17,59.99,40.01,66.69,11
"3416","7700-1","Stealth Hunter",2006,"Exo-Force","Action/Adventure","Original",350,164,"19 x 28.7 x 4.8 cm",2617.44,1,2,"Box","Retail",648,47.31,7,14.99,32.32,215.61,12
"3417","851342-1","Ninja Army Building Set",2015,"Ninjago","Action/Adventure","Possession",70,37,"12 x 25 x 2 cm",600,4,0,"Blister pack","LEGO exclusive",292,16.1,27,14.99,1.11,7.4,3
"3418","8099-1","Midi-scale Imperial Star Destroyer",2010,"Star Wars","Licensed","Miscellaneous",656,423,"39 x 26 x 5.5 cm",5577,0,2,"Box","Retail",2383,65.19,28,39.99,25.2,63.02,8
"3419","79002-1","Attack of the Wargs",2012,"The Hobbit","Licensed","An Unexpected Journey",657,400,"38 x 26 x 5.5 cm",5434,5,2,"Box","Retail",1957,67.19,93,49.99,17.2,34.41,6
"3420","850487-1","Halloween Accessory Set",2012,"Collectable Minifigures","Miscellaneous","Combi-pack",162,58,"11.6 x 24.2 x 3.6 cm",1010.592,3,0,"Blister pack","LEGO exclusive",1476,22.22,74,14.99,7.23,48.23,6
"3421","8008-1","Stormtrooper",2001,"Star Wars","Licensed","Technic",570,361,"23.8 x 33.5 x 5.8 cm",4624.34,0,1,"Box","Retail",1228,55.4,15,35,20.4,58.29,17
"3422","8214-1","Lamborghini Polizia",2010,"Racers","Racing","Lamborghini",1165,801,"35 x 37.3 x 9 cm",11749.5,0,4,"Box","Retail",915,200.76,16,59.99,140.77,234.66,8
"3423","7946-1","King's Castle",2010,"Castle","Historical","Kingdoms",1971,933,"57.8 x 37.3 x 8.3 cm",17894.302,8,9,"Box","{Not specified}",2358,206.53,27,99.99,106.54,106.55,8
"3424","8100-1","Cyclone Defender",2007,"Exo-Force","Action/Adventure","Golden City",132,92,"14.2 x 19 x 4.7 cm",1268.06,1,2,"Box","{Not specified}",509,10.47,12,7.99,2.48,31.04,11
"3425","79003-1","An Unexpected Gathering",2012,"The Hobbit","Licensed","An Unexpected Journey",1135,652,"48 x 28 x 6 cm",8064,6,4,"Box","Retail",2926,116.46,83,69.99,46.47,66.4,6
"3426","8009-1","R2-D2",2002,"Star Wars","Licensed","Technic",344,240,"28.5 x 19 x 4.5 cm",2436.75,0,1,"Box","Retail",1211,69.1,12,20,49.1,245.5,16
"3427","7947-1","Prison Tower Rescue",2010,"Castle","Historical","Kingdoms",985,365,"35 x 37.3 x 9 cm",11749.5,5,6,"Box","{Not specified}",1914,82.11,27,49.99,32.12,64.25,8
"3428","8514-1","Power",2000,"Technic","Technical","Robo Riders",149,32,"8.6 x 8.6 x 17.3 cm",1279.508,0,1,"Canister","Retail",166,26.32,4,6,20.32,338.67,18
"3429","7701-1","Grand Titan",2006,"Exo-Force","Action/Adventure","Original",350,196,"19 x 28.7 x 4.8 cm",2617.44,1,2,"Box","Retail",662,44.95,5,15,29.95,199.67,12
"3430","810-1","Basic Motor Set",1985,"Basic","Basic","Supplementaries",405,34,"23 x 14.2 x 6 cm",1959.6,0,0,"{Not specified}","{Not specified}",58,40,2,26.5,13.5,50.94,33
"3431","79004-1","Barrel Escape",2012,"The Hobbit","Licensed","The Desolation of Smaug",650,334,"38 x 26 x 5.5 cm",5434,5,2,"Box","Retail",2045,65.32,75,39.99,25.33,63.34,6
